Timestamp,Price,Volume,Bid_Size,Ask_Size
1609460714000000,12.5,7197,35985,17992
1609460715000000,12.52,6206,31030,15515
1609460716000000,12.54,5108,25540,12770
1609460717000000,12.54,4949,24745,12372
1609460718000000,12.58,5648,28240,14120
1609460719000000,12.62,5611,28055,14027
1609460720000000,12.63,4860,24300,12150
1609460721000000,12.67,4840,24200,12100
1609460722000000,12.71,6468,32340,16170
1609460723000000,12.75,6567,32835,16417
1609460724000000,12.78,6082,30410,15205
1609460725000000,12.83,5645,28225,14112
1609460726000000,12.86,7245,36225,18112
1609460727000000,12.87,6378,31890,15945
1609460728000000,12.89,6710,33550,16775
1609460729000000,12.91,6038,30190,15095
1609460730000000,12.92,5540,27700,13850
1609460731000000,12.93,6650,33250,16625
1609460732000000,12.94,7295,36475,18237
1609460733000000,12.96,5768,28840,14420
1609460734000000,12.97,4741,23705,11852
1609460735000000,13.02,6073,30365,15182
1609460736000000,13.06,5727,28635,14317
1609460737000000,13.09,4952,24760,12380
1609460738000000,13.1,5564,27820,13910
1609460739000000,13.14,5533,27665,13832
1609460740000000,13.19,5943,29715,14857
1609460741000000,13.2,5339,26695,13347
1609460742000000,13.25,7182,35910,17955
1609460743000000,13.27,7200,36000,18000
1609460744000000,13.29,4956,24780,12390
1609460745000000,13.32,5089,25445,12722
1609460746000000,13.34,7326,36630,18315
1609460747000000,13.35,6492,32460,16230
1609460748000000,13.38,6098,30490,15245
1609460749000000,13.41,6133,30665,15332
1609460750000000,13.44,4738,23690,11845
1609460751000000,13.46,6036,30180,15090
1609460752000000,13.47,7158,35790,17895
1609460753000000,13.5,4833,24165,12082
1609460754000000,13.54,6865,34325,17162
1609460755000000,13.56,6226,31130,15565
1609460756000000,13.6,7058,35290,17645
1609460757000000,13.64,5765,28825,14412
1609460758000000,13.66,4989,24945,12472
1609460759000000,13.71,6715,33575,16787
1609460760000000,13.76,6492,32460,16230
1609460761000000,13.8,6424,32120,16060
1609460762000000,13.82,5703,28515,14257
1609460763000000,13.84,7092,35460,17730
1609460764000000,13.86,6936,34680,17340
1609460765000000,13.9,5038,25190,12595
1609460766000000,13.93,5559,27795,13897
1609460767000000,13.95,7037,35185,17592
1609460768000000,13.99,6006,30030,15015
1609460769000000,14.0,7116,35580,17790
1609460770000000,14.0,5102,25510,12755
1609460771000000,14.0,7265,36325,18162
1609460772000000,14.0,4822,24110,12055
1609460773000000,14.0,5086,25430,12715
1609460774000000,14.0,5376,26880,13440
1609460775000000,14.0,6024,30120,15060
1609460776000000,14.0,6994,34970,17485
1609460777000000,14.0,6080,30400,15200
1609460778000000,14.0,5572,27860,13930
1609460779000000,14.0,5253,26265,13132
1609460780000000,14.0,4754,23770,11885
1609460781000000,14.0,5716,28580,14290
1609460782000000,14.0,6778,33890,16945
1609460783000000,14.0,6765,33825,16912
1609460784000000,14.0,5161,25805,12902
1609460785000000,14.0,6207,31035,15517
1609460786000000,14.0,6533,32665,16332
1609460787000000,14.0,7310,36550,18275
1609460788000000,14.0,5156,25780,12890
1609460789000000,14.0,6454,32270,16135
1609460790000000,14.0,7155,35775,17887
1609460791000000,14.0,6037,30185,15092
1609460792000000,14.0,5856,29280,14640
1609460793000000,14.0,7103,35515,17757
1609460794000000,14.0,4666,23330,11665
1609460795000000,14.0,5507,27535,13767
1609460796000000,14.0,4700,23500,11750
1609460797000000,14.0,6724,33620,16810
1609460798000000,14.0,5780,28900,14450
1609460799000000,14.0,5544,27720,13860
1609460800000000,14.0,6516,32580,16290
1609460801000000,14.0,6869,34345,17172
1609460802000000,14.0,5130,25650,12825
1609460803000000,14.0,5100,25500,12750
1609460804000000,14.0,6718,33590,16795
1609460805000000,14.0,6684,33420,16710
1609460806000000,14.0,6759,33795,16897
1609460807000000,14.0,6954,34770,17385
1609460808000000,14.0,7131,35655,17827
1609460809000000,14.0,5987,29935,14967
1609460810000000,14.0,7123,35615,17807
1609460811000000,14.0,5402,27010,13505
1609460812000000,14.0,5224,26120,13060
1609460813000000,14.0,5071,25355,12677
1609460814000000,14.0,6737,33685,16842
1609460815000000,14.0,7181,35905,17952
1609460816000000,14.0,7046,35230,17615
1609460817000000,14.0,7136,35680,17840
1609460818000000,14.0,5128,25640,12820
1609460819000000,14.0,6238,31190,15595
1609460820000000,14.0,5735,28675,14337
1609460821000000,14.0,4850,24250,12125
1609460822000000,14.0,5490,27450,13725
1609460823000000,14.0,4767,23835,11917
1609460824000000,14.0,5942,29710,14855
1609460825000000,14.0,7083,35415,17707
1609460826000000,14.0,5092,25460,12730
1609460827000000,14.0,6339,31695,15847
1609460828000000,14.0,6019,30095,15047
1609460829000000,14.0,7325,36625,18312
1609460830000000,14.0,6756,33780,16890
1609460831000000,14.0,5401,27005,13502
1609460832000000,14.0,6025,30125,15062
1609460833000000,14.0,6220,31100,15550
1609460834000000,14.0,6796,33980,16990
1609460835000000,14.0,5198,25990,12995
1609460836000000,14.0,6966,34830,17415
1609460837000000,14.0,5294,26470,13235
1609460838000000,14.0,6543,32715,16357
1609460839000000,14.0,5867,29335,14667
1609460840000000,14.0,6504,32520,16260
1609460841000000,14.0,5087,25435,12717
1609460842000000,14.0,4776,23880,11940
1609460843000000,14.0,5492,27460,13730
1609460844000000,14.0,6730,33650,16825
1609460845000000,14.0,5460,27300,13650
1609460846000000,14.0,4635,23175,11587
1609460847000000,14.0,7033,35165,17582
1609460848000000,14.0,5096,25480,12740
1609460849000000,14.0,4960,24800,12400
1609460850000000,14.0,5681,28405,14202
1609460851000000,14.0,5853,29265,14632
1609460852000000,14.0,6153,30765,15382
1609460853000000,14.0,5861,29305,14652
1609460854000000,14.0,5431,27155,13577
1609460855000000,14.0,4853,24265,12132
1609460856000000,14.0,5690,28450,14225
1609460857000000,14.0,5076,25380,12690
1609460858000000,14.0,6649,33245,16622
1609460859000000,14.0,6221,31105,15552
1609460860000000,14.0,7205,36025,18012
1609460861000000,14.0,5597,27985,13992
1609460862000000,14.0,5098,25490,12745
1609460863000000,14.0,5914,29570,14785
1609460864000000,14.0,5291,26455,13227
1609460865000000,14.0,4710,23550,11775
1609460866000000,14.0,7086,35430,17715
1609460867000000,14.0,5783,28915,14457
1609460868000000,14.0,4812,24060,12030
1609460869000000,14.0,6499,32495,16247
1609460870000000,14.0,6384,31920,15960
1609460871000000,14.0,4692,23460,11730
1609460872000000,14.0,4974,24870,12435
1609460873000000,14.0,5766,28830,14415
1609460874000000,14.0,5163,25815,12907
1609460875000000,14.0,4720,23600,11800
1609460876000000,14.0,6958,34790,17395
1609460877000000,14.0,5645,28225,14112
1609460878000000,14.0,7318,36590,18295
1609460879000000,14.0,6541,32705,16352
1609460880000000,14.0,5318,26590,13295
1609460881000000,14.0,5518,27590,13795
1609460882000000,14.0,7088,35440,17720
1609460883000000,14.0,6934,34670,17335
1609460884000000,14.0,5602,28010,14005
1609460885000000,14.0,4931,24655,12327
1609460886000000,14.0,6756,33780,16890
1609460887000000,14.0,7101,35505,17752
1609460888000000,14.0,6664,33320,16660
1609460889000000,14.0,6694,33470,16735
1609460890000000,14.0,6551,32755,16377
1609460891000000,14.0,7129,35645,17822
1609460892000000,14.0,5076,25380,12690
1609460893000000,14.0,6477,32385,16192
1609460894000000,14.0,6337,31685,15842
1609460895000000,14.0,5880,29400,14700
1609460896000000,14.0,6135,30675,15337
1609460897000000,14.0,5802,29010,14505
1609460898000000,14.0,5242,26210,13105
1609460899000000,14.0,4924,24620,12310
1609460900000000,14.0,7091,35455,17727
1609460901000000,14.0,6768,33840,16920
1609460902000000,14.0,6786,33930,16965
1609460903000000,14.0,5573,27865,13932
1609460904000000,14.0,6091,30455,15227
1609460905000000,14.0,6633,33165,16582
1609460906000000,14.0,5290,26450,13225
1609460907000000,14.0,5633,28165,14082
1609460908000000,14.0,5017,25085,12542
1609460909000000,14.0,5112,25560,12780
1609460910000000,14.0,6505,32525,16262
1609460911000000,14.0,4878,24390,12195
1609460912000000,14.0,7042,35210,17605
1609460913000000,14.0,6574,32870,16435
1609460914000000,14.0,5970,29850,14925
1609460915000000,14.0,5905,29525,14762
1609460916000000,14.0,5199,25995,12997
1609460917000000,14.0,5379,26895,13447
1609460918000000,14.0,4767,23835,11917
1609460919000000,14.0,6769,33845,16922
1609460920000000,14.0,6959,34795,17397
1609460921000000,14.0,6699,33495,16747
1609460922000000,14.0,6861,34305,17152
1609460923000000,14.0,6564,32820,16410
1609460924000000,14.0,6238,31190,15595
1609460925000000,14.0,4997,24985,12492
1609460926000000,14.0,4810,24050,12025
1609460927000000,14.0,5513,27565,13782
1609460928000000,14.0,6550,32750,16375
1609460929000000,14.0,5077,25385,12692
1609460930000000,14.0,6967,34835,17417
1609460931000000,14.0,6776,33880,16940
1609460932000000,14.0,6794,33970,16985
1609460933000000,14.0,7244,36220,18110
1609460934000000,14.0,7092,35460,17730
1609460935000000,14.0,5817,29085,14542
1609460936000000,14.0,6987,34935,17467
1609460937000000,14.0,7288,36440,18220
1609460938000000,14.0,5013,25065,12532
1609460939000000,14.0,5913,29565,14782
1609460940000000,14.0,6016,30080,15040
1609460941000000,14.0,5608,28040,14020
1609460942000000,14.0,5291,26455,13227
1609460943000000,14.0,7126,35630,17815
1609460944000000,14.0,6628,33140,16570
1609460945000000,14.0,4726,23630,11815
1609460946000000,14.0,6612,33060,16530
1609460947000000,14.0,5661,28305,14152
1609460948000000,14.0,5875,29375,14687
1609460949000000,14.0,4737,23685,11842
1609460950000000,14.0,6715,33575,16787
1609460951000000,14.0,4883,24415,12207
1609460952000000,14.0,6032,30160,15080
1609460953000000,14.0,4634,23170,11585
1609460954000000,14.0,5384,26920,13460
1609460955000000,14.0,7364,36820,18410
1609460956000000,14.0,6081,30405,15202
1609460957000000,14.0,6376,31880,15940
1609460958000000,14.0,5871,29355,14677
1609460959000000,14.0,5898,29490,14745
1609460960000000,14.0,6149,30745,15372
1609460961000000,14.0,4866,24330,12165
1609460962000000,14.0,6192,30960,15480
1609460963000000,14.0,5722,28610,14305
1609460964000000,14.0,6621,33105,16552
1609460965000000,14.0,6674,33370,16685
1609460966000000,14.0,7348,36740,18370
1609460967000000,14.0,7232,36160,18080
1609460968000000,14.0,5477,27385,13692
1609460969000000,14.0,6708,33540,16770
1609460970000000,14.0,5589,27945,13972
1609460971000000,14.0,4858,24290,12145
1609460972000000,14.0,6734,33670,16835
1609460973000000,14.0,6837,34185,17092
1609460974000000,14.0,7356,36780,18390
1609460975000000,14.0,5431,27155,13577
1609460976000000,14.0,6526,32630,16315
1609460977000000,14.0,6466,32330,16165
1609460978000000,14.0,5157,25785,12892
1609460979000000,14.0,5894,29470,14735
1609460980000000,14.0,6642,33210,16605
1609460981000000,14.0,5071,25355,12677
1609460982000000,14.0,4953,24765,12382
1609460983000000,14.0,7090,35450,17725
1609460984000000,14.0,6164,30820,15410
1609460985000000,14.0,5797,28985,14492
1609460986000000,14.0,5879,29395,14697
1609460987000000,14.0,6521,32605,16302
1609460988000000,14.0,5997,29985,14992
1609460989000000,14.0,6967,34835,17417
1609460990000000,14.0,5219,26095,13047
1609460991000000,14.0,5577,27885,13942
1609460992000000,14.0,4744,23720,11860
1609460993000000,14.0,7095,35475,17737
1609460994000000,14.0,5640,28200,14100
1609460995000000,14.0,7183,35915,17957
1609460996000000,14.0,5920,29600,14800
1609460997000000,14.0,5822,29110,14555
1609460998000000,14.0,5546,27730,13865
1609460999000000,14.0,5079,25395,12697
1609461000000000,14.0,5018,25090,12545
1609461001000000,14.0,6402,32010,16005
1609461002000000,14.0,4808,24040,12020
1609461003000000,14.0,7089,35445,17722
1609461004000000,14.0,6265,31325,15662
1609461005000000,14.0,5024,25120,12560
1609461006000000,14.0,5090,25450,12725
1609461007000000,14.0,5782,28910,14455
1609461008000000,14.0,5501,27505,13752
1609461009000000,14.0,6323,31615,15807
1609461010000000,14.0,7208,36040,18020
1609461011000000,14.0,5092,25460,12730
1609461012000000,14.0,6682,33410,16705
1609461013000000,14.0,5655,28275,14137
1609461014000000,14.0,5904,29520,14760
1609461015000000,14.0,6063,30315,15157
1609461016000000,14.0,5943,29715,14857
1609461017000000,14.0,6421,32105,16052
1609461018000000,14.0,6566,32830,16415
1609461019000000,14.0,6516,32580,16290
1609461020000000,14.0,5640,28200,14100
1609461021000000,14.0,6624,33120,16560
1609461022000000,14.0,5922,29610,14805
1609461023000000,14.0,5841,29205,14602
1609461024000000,14.0,6140,30700,15350
1609461025000000,14.0,4699,23495,11747
1609461026000000,14.0,6311,31555,15777
1609461027000000,14.0,6086,30430,15215
1609461028000000,14.0,5898,29490,14745
1609461029000000,14.0,6728,33640,16820
1609461030000000,14.0,6316,31580,15790
1609461031000000,14.0,6209,31045,15522
1609461032000000,14.0,5688,28440,14220
1609461033000000,14.0,6368,31840,15920
1609461034000000,14.0,5448,27240,13620
1609461035000000,14.0,5094,25470,12735
1609461036000000,14.0,5187,25935,12967
1609461037000000,14.0,7004,35020,17510
1609461038000000,14.0,6551,32755,16377
1609461039000000,14.0,5125,25625,12812
1609461040000000,14.0,5562,27810,13905
1609461041000000,14.0,5755,28775,14387
1609461042000000,14.0,7205,36025,18012
1609461043000000,14.0,5532,27660,13830
1609461044000000,14.0,6491,32455,16227
1609461045000000,14.0,6037,30185,15092
1609461046000000,14.0,5696,28480,14240
1609461047000000,14.0,5527,27635,13817
1609461048000000,14.0,7016,35080,17540
1609461049000000,14.0,6469,32345,16172
1609461050000000,14.0,6533,32665,16332
1609461051000000,14.0,7180,35900,17950
1609461052000000,14.0,6780,33900,16950
1609461053000000,14.0,5262,26310,13155
1609461054000000,14.0,5981,29905,14952
1609461055000000,14.0,6034,30170,15085
1609461056000000,14.0,5058,25290,12645
1609461057000000,14.0,5287,26435,13217
1609461058000000,14.0,5134,25670,12835
1609461059000000,14.0,4752,23760,11880
1609461060000000,14.0,6763,33815,16907
1609461061000000,14.0,6360,31800,15900
1609461062000000,14.0,6232,31160,15580
1609461063000000,14.0,7070,35350,17675
1609461064000000,14.0,5500,27500,13750
1609461065000000,14.0,6863,34315,17157
1609461066000000,14.0,5656,28280,14140
1609461067000000,14.0,6097,30485,15242
1609461068000000,14.0,5031,25155,12577
1609461069000000,14.0,5931,29655,14827
1609461070000000,14.0,5538,27690,13845
1609461071000000,14.0,6885,34425,17212
1609461072000000,14.0,6604,33020,16510
1609461073000000,14.0,5776,28880,14440
1609461074000000,14.0,6588,32940,16470
1609461075000000,14.0,5671,28355,14177
1609461076000000,14.0,4979,24895,12447
1609461077000000,14.0,5940,29700,14850
1609461078000000,14.0,6393,31965,15982
1609461079000000,14.0,6749,33745,16872
1609461080000000,14.0,6554,32770,16385
1609461081000000,14.0,6217,31085,15542
1609461082000000,14.0,6200,31000,15500
1609461083000000,14.0,6475,32375,16187
1609461084000000,14.0,6452,32260,16130
1609461085000000,14.0,5591,27955,13977
1609461086000000,14.0,5429,27145,13572
1609461087000000,14.0,7183,35915,17957
1609461088000000,14.0,6200,31000,15500
1609461089000000,14.0,5578,27890,13945
1609461090000000,14.0,6557,32785,16392
1609461091000000,14.0,6370,31850,15925
1609461092000000,14.0,6362,31810,15905
1609461093000000,14.0,6088,30440,15220
1609461094000000,14.0,5055,25275,12637
1609461095000000,14.0,6687,33435,16717
1609461096000000,14.0,5870,29350,14675
1609461097000000,14.0,6300,31500,15750
1609461098000000,14.0,5404,27020,13510
1609461099000000,14.0,5643,28215,14107
1609461100000000,14.0,6909,34545,17272
1609461101000000,14.0,5169,25845,12922
1609461102000000,14.0,4814,24070,12035
1609461103000000,14.0,6921,34605,17302
1609461104000000,14.0,7351,36755,18377
1609461105000000,14.0,5893,29465,14732
1609461106000000,14.0,5637,28185,14092
1609461107000000,14.0,7108,35540,17770
1609461108000000,14.0,6897,34485,17242
1609461109000000,14.0,5327,26635,13317
1609461110000000,14.0,6055,30275,15137
1609461111000000,14.0,6156,30780,15390
1609461112000000,14.0,4904,24520,12260
1609461113000000,14.0,5380,26900,13450
1609461114000000,14.0,6614,33070,16535
1609461115000000,14.0,6545,32725,16362
1609461116000000,14.0,6035,30175,15087
1609461117000000,14.0,7098,35490,17745
1609461118000000,14.0,7351,36755,18377
1609461119000000,14.0,6865,34325,17162
1609461120000000,14.0,7004,35020,17510
1609461121000000,14.0,5226,26130,13065
1609461122000000,14.0,5645,28225,14112
1609461123000000,14.0,7123,35615,17807
1609461124000000,14.0,7347,36735,18367
1609461125000000,14.0,6219,31095,15547
1609461126000000,14.0,6633,33165,16582
1609461127000000,14.0,4781,23905,11952
1609461128000000,14.0,6756,33780,16890
1609461129000000,14.0,6731,33655,16827
1609461130000000,14.0,5082,25410,12705
1609461131000000,14.0,6434,32170,16085
1609461132000000,14.0,6599,32995,16497
1609461133000000,14.0,6246,31230,15615
1609461134000000,14.0,6883,34415,17207
1609461135000000,14.0,5143,25715,12857
1609461136000000,14.0,5612,28060,14030
1609461137000000,14.0,7093,35465,17732
1609461138000000,14.0,5405,27025,13512
1609461139000000,14.0,7252,36260,18130
1609461140000000,14.0,4798,23990,11995
1609461141000000,14.0,4930,24650,12325
1609461142000000,14.0,6272,31360,15680
1609461143000000,14.0,7063,35315,17657
1609461144000000,14.0,5436,27180,13590
1609461145000000,14.0,5427,27135,13567
1609461146000000,14.0,6922,34610,17305
1609461147000000,14.0,6368,31840,15920
1609461148000000,14.0,5924,29620,14810
1609461149000000,14.0,6667,33335,16667
1609461150000000,14.0,7298,36490,18245
1609461151000000,14.0,6407,32035,16017
1609461152000000,14.0,5574,27870,13935
1609461153000000,14.0,7289,36445,18222
1609461154000000,14.0,6316,31580,15790
1609461155000000,14.0,5456,27280,13640
1609461156000000,14.0,5850,29250,14625
1609461157000000,14.0,6841,34205,17102
1609461158000000,14.0,5239,26195,13097
1609461159000000,14.0,5684,28420,14210
1609461160000000,14.0,5068,25340,12670
1609461161000000,14.0,6385,31925,15962
1609461162000000,14.0,5260,26300,13150
1609461163000000,14.0,6903,34515,17257
1609461164000000,14.0,5220,26100,13050
1609461165000000,14.0,5463,27315,13657
1609461166000000,14.0,5580,27900,13950
1609461167000000,14.0,6259,31295,15647
1609461168000000,14.0,6568,32840,16420
1609461169000000,14.0,5211,26055,13027
1609461170000000,14.0,6471,32355,16177
1609461171000000,14.0,6747,33735,16867
1609461172000000,14.0,6602,33010,16505
1609461173000000,14.0,6822,34110,17055
1609461174000000,14.0,6743,33715,16857
1609461175000000,14.0,4909,24545,12272
1609461176000000,14.0,7043,35215,17607
1609461177000000,14.0,5205,26025,13012
1609461178000000,14.0,6230,31150,15575
1609461179000000,14.0,5990,29950,14975
1609461180000000,14.0,4662,23310,11655
1609461181000000,14.0,6000,30000,15000
1609461182000000,14.0,7147,35735,17867
1609461183000000,14.0,6830,34150,17075
1609461184000000,14.0,5331,26655,13327
1609461185000000,14.0,5152,25760,12880
1609461186000000,14.0,6305,31525,15762
1609461187000000,14.0,7166,35830,17915
1609461188000000,14.0,6760,33800,16900
1609461189000000,14.0,4758,23790,11895
1609461190000000,14.0,6223,31115,15557
1609461191000000,14.0,5319,26595,13297
1609461192000000,14.0,6460,32300,16150
1609461193000000,14.0,4753,23765,11882
1609461194000000,14.0,6364,31820,15910
1609461195000000,14.0,5139,25695,12847
1609461196000000,14.0,6360,31800,15900
1609461197000000,14.0,5725,28625,14312
1609461198000000,14.0,7133,35665,17832
1609461199000000,14.0,5613,28065,14032
1609461200000000,14.0,5980,29900,14950
1609461201000000,14.0,7313,36565,18282
1609461202000000,14.0,4958,24790,12395
1609461203000000,14.0,6704,33520,16760
1609461204000000,14.0,7120,35600,17800
1609461205000000,14.0,6826,34130,17065
1609461206000000,14.0,6438,32190,16095
1609461207000000,14.0,5845,29225,14612
1609461208000000,14.0,4850,24250,12125
1609461209000000,14.0,6845,34225,17112
1609461210000000,14.0,6975,34875,17437
1609461211000000,14.0,5785,28925,14462
1609461212000000,14.0,5907,29535,14767
1609461213000000,14.0,5441,27205,13602
1609461214000000,14.0,5403,27015,13507
1609461215000000,14.0,7206,36030,18015
1609461216000000,14.0,7270,36350,18175
1609461217000000,14.0,5075,25375,12687
1609461218000000,14.0,6418,32090,16045
1609461219000000,14.0,5836,29180,14590
1609461220000000,14.0,7014,35070,17535
1609461221000000,14.0,7222,36110,18055
1609461222000000,14.0,5895,29475,14737
1609461223000000,14.0,7024,35120,17560
1609461224000000,14.0,6539,32695,16347
1609461225000000,14.0,5479,27395,13697
1609461226000000,14.0,5214,26070,13035
1609461227000000,14.0,7184,35920,17960
1609461228000000,14.0,5417,27085,13542
1609461229000000,14.0,4866,24330,12165
1609461230000000,14.0,7083,35415,17707
1609461231000000,14.0,4978,24890,12445
1609461232000000,14.0,5690,28450,14225
1609461233000000,14.0,5774,28870,14435
1609461234000000,14.0,6027,30135,15067
1609461235000000,14.0,7212,36060,18030
1609461236000000,14.0,6028,30140,15070
1609461237000000,14.0,5344,26720,13360
1609461238000000,14.0,6401,32005,16002
1609461239000000,14.0,6773,33865,16932
1609461240000000,14.0,6510,32550,16275
1609461241000000,14.0,4656,23280,11640
1609461242000000,14.0,6462,32310,16155
1609461243000000,14.0,4835,24175,12087
1609461244000000,14.0,4882,24410,12205
1609461245000000,14.0,4989,24945,12472
1609461246000000,14.0,4937,24685,12342
1609461247000000,14.0,5981,29905,14952
1609461248000000,14.0,6366,31830,15915
1609461249000000,14.0,7322,36610,18305
1609461250000000,14.0,6077,30385,15192
1609461251000000,14.0,7203,36015,18007
1609461252000000,14.0,6285,31425,15712
1609461253000000,14.0,4952,24760,12380
1609461254000000,14.0,6526,32630,16315
1609461255000000,14.0,6082,30410,15205
1609461256000000,14.0,5884,29420,14710
1609461257000000,14.0,5429,27145,13572
1609461258000000,14.0,6063,30315,15157
1609461259000000,14.0,6425,32125,16062
1609461260000000,14.0,6853,34265,17132
1609461261000000,14.0,7229,36145,18072
1609461262000000,14.0,6476,32380,16190
1609461263000000,14.0,7378,36890,18445
1609461264000000,14.0,5859,29295,14647
1609461265000000,14.0,5054,25270,12635
1609461266000000,14.0,6448,32240,16120
1609461267000000,14.0,5206,26030,13015
1609461268000000,14.0,5886,29430,14715
1609461269000000,14.0,6872,34360,17180
1609461270000000,14.0,6741,33705,16852
1609461271000000,14.0,6180,30900,15450
1609461272000000,14.0,6577,32885,16442
1609461273000000,14.0,6787,33935,16967
1609461274000000,14.0,4816,24080,12040
1609461275000000,14.0,6871,34355,17177
1609461276000000,14.0,5359,26795,13397
1609461277000000,14.0,6298,31490,15745
1609461278000000,14.0,6461,32305,16152
1609461279000000,14.0,6245,31225,15612
1609461280000000,14.0,6926,34630,17315
1609461281000000,14.0,5842,29210,14605
1609461282000000,14.0,4868,24340,12170
1609461283000000,14.0,6334,31670,15835
1609461284000000,14.0,6612,33060,16530
1609461285000000,14.0,4653,23265,11632
1609461286000000,14.0,5207,26035,13017
1609461287000000,14.0,6246,31230,15615
1609461288000000,14.0,7240,36200,18100
1609461289000000,14.0,7249,36245,18122
1609461290000000,14.0,6598,32990,16495
1609461291000000,14.0,5954,29770,14885
1609461292000000,14.0,5837,29185,14592
1609461293000000,14.0,5726,28630,14315
1609461294000000,14.0,5355,26775,13387
1609461295000000,14.0,6794,33970,16985
1609461296000000,14.0,5486,27430,13715
1609461297000000,14.0,5573,27865,13932
1609461298000000,14.0,6879,34395,17197
1609461299000000,14.0,5247,26235,13117
1609461300000000,14.0,6666,33330,16665
1609461301000000,14.0,4970,24850,12425
1609461302000000,14.0,5229,26145,13072
1609461303000000,14.0,6737,33685,16842
1609461304000000,14.0,5055,25275,12637
1609461305000000,14.0,7226,36130,18065
1609461306000000,14.0,6142,30710,15355
1609461307000000,14.0,6436,32180,16090
1609461308000000,14.0,7233,36165,18082
1609461309000000,14.0,4683,23415,11707
1609461310000000,14.0,6762,33810,16905
1609461311000000,14.0,6479,32395,16197
1609461312000000,14.0,7123,35615,17807
1609461313000000,14.0,5289,26445,13222
1609461314000000,14.0,6263,31315,15657
1609461315000000,14.0,5875,29375,14687
1609461316000000,14.0,5610,28050,14025
1609461317000000,14.0,6622,33110,16555
1609461318000000,14.0,5778,28890,14445
1609461319000000,14.0,4938,24690,12345
1609461320000000,14.0,6441,32205,16102
1609461321000000,14.0,4693,23465,11732
1609461322000000,14.0,6025,30125,15062
1609461323000000,14.0,5440,27200,13600
1609461324000000,14.0,6085,30425,15212
1609461325000000,14.0,7152,35760,17880
1609461326000000,14.0,6525,32625,16312
1609461327000000,14.0,7342,36710,18355
1609461328000000,14.0,4854,24270,12135
1609461329000000,14.0,5632,28160,14080
1609461330000000,14.0,6909,34545,17272
1609461331000000,14.0,7310,36550,18275
1609461332000000,14.0,6700,33500,16750
1609461333000000,14.0,7317,36585,18292
1609461334000000,14.0,6165,30825,15412
1609461335000000,14.0,5346,26730,13365
1609461336000000,14.0,4888,24440,12220
1609461337000000,14.0,7014,35070,17535
1609461338000000,14.0,6977,34885,17442
1609461339000000,14.0,7327,36635,18317
1609461340000000,14.0,5497,27485,13742
1609461341000000,14.0,6054,30270,15135
1609461342000000,14.0,7102,35510,17755
1609461343000000,14.0,5399,26995,13497
1609461344000000,14.0,5628,28140,14070
1609461345000000,14.0,5111,25555,12777
1609461346000000,14.0,5611,28055,14027
1609461347000000,14.0,6656,33280,16640
1609461348000000,14.0,4662,23310,11655
1609461349000000,14.0,7301,36505,18252
1609461350000000,14.0,6285,31425,15712
1609461351000000,14.0,5310,26550,13275
1609461352000000,14.0,7027,35135,17567
1609461353000000,14.0,5075,25375,12687
1609461354000000,14.0,6147,30735,15367
1609461355000000,14.0,5295,26475,13237
1609461356000000,14.0,6074,30370,15185
1609461357000000,14.0,7063,35315,17657
1609461358000000,14.0,5705,28525,14262
1609461359000000,14.0,4811,24055,12027
1609461360000000,14.0,5591,27955,13977
1609461361000000,14.0,5407,27035,13517
1609461362000000,14.0,6769,33845,16922
1609461363000000,14.0,4999,24995,12497
1609461364000000,14.0,5196,25980,12990
1609461365000000,14.0,6759,33795,16897
1609461366000000,14.0,6537,32685,16342
1609461367000000,14.0,5252,26260,13130
1609461368000000,14.0,6880,34400,17200
1609461369000000,14.0,4680,23400,11700
1609461370000000,14.0,6443,32215,16107
1609461371000000,14.0,4874,24370,12185
1609461372000000,14.0,5182,25910,12955
1609461373000000,14.0,5530,27650,13825
1609461374000000,14.0,6827,34135,17067
1609461375000000,14.0,5691,28455,14227
1609461376000000,14.0,5522,27610,13805
1609461377000000,14.0,7373,36865,18432
1609461378000000,14.0,6412,32060,16030
1609461379000000,14.0,7142,35710,17855
1609461380000000,14.0,4785,23925,11962
1609461381000000,14.0,6767,33835,16917
1609461382000000,14.0,7121,35605,17802
1609461383000000,14.0,5450,27250,13625
1609461384000000,14.0,6657,33285,16642
1609461385000000,14.0,4734,23670,11835
1609461386000000,14.0,6239,31195,15597
1609461387000000,14.0,7041,35205,17602
1609461388000000,14.0,4736,23680,11840
1609461389000000,14.0,4881,24405,12202
1609461390000000,14.0,6751,33755,16877
1609461391000000,14.0,6364,31820,15910
1609461392000000,14.0,6453,32265,16132
1609461393000000,14.0,7105,35525,17762
1609461394000000,14.0,4667,23335,11667
1609461395000000,14.0,5019,25095,12547
1609461396000000,14.0,7294,36470,18235
1609461397000000,14.0,5896,29480,14740
1609461398000000,14.0,6695,33475,16737
1609461399000000,14.0,6823,34115,17057
1609461400000000,14.0,5371,26855,13427
1609461401000000,14.0,5529,27645,13822
1609461402000000,14.0,6955,34775,17387
1609461403000000,14.0,6018,30090,15045
1609461404000000,14.0,7161,35805,17902
1609461405000000,14.0,7028,35140,17570
1609461406000000,14.0,4917,24585,12292
1609461407000000,14.0,5784,28920,14460
1609461408000000,14.0,7009,35045,17522
1609461409000000,14.0,5701,28505,14252
1609461410000000,14.0,7313,36565,18282
1609461411000000,14.0,6950,34750,17375
